ID,User Story,Requirements,Manual Scenario,domain
67,"As a User, I want to use the simple page builder after creating a new Simple Page (go to page builder)","1. Be able to click on create from the pop up after selecting the new page type: Simple Page and get directed to the simple page builder
2. Be able to open and load the simple page builder on the same tab
3. Be able to still view IB global navigation top-bar","Scenario: Creating and Opening a New Simple Page in the Builder
Given the user is on the New Page Creation popup
When the user selects ""Simple Page"" as the new page type
And clicks on the ""Create"" button
Then the user should be redirected to the Simple Page Builder in the same tab

And the Simple Page Builder should load properly
And the user should still be able to see the IB global navigation top-bar",Digital Asset Management
68,"As a User, I want to re-arrange the order of fields so Expiry Date is below Purpose (+Package) fields ","1. Adjustment to current implementation of order of fields on Site page:
2. Move ‘Expiry Date’ field to be below *Package* field in both Add, Edit, and View Site pages","Scenario: Expiry Date field should be positioned below the Package field on the Site page
Given a user is on the Add, Edit, or View Site page
When the page loads
Then the ‘Expiry Date’ field should be displayed directly below the Package field
And all other fields should retain their correct order
",Digital Asset Management
69,"As a User, I want to update UI & logic around selecting Jobs in Info Preview panel for preview + closing them to return to Resource preview","1. Implement changes to selecting and closing Jobs Previews, as per provided designs  

2. We will retain the existing behavior, where the selected Job needs to be re-clicked to switch the Preview back to the Template instead of the Job. Additionally, we will add another option for the user to close the Job preview.","Scenario: Users can close Job Previews and switch back to the Template
Given a user has selected a Job and is viewing its Preview
When the user re-clicks the selected Job
Then the Preview should switch back to the Template

When the user chooses the new close option for the Job Preview
Then the Job Preview should close
And the Template view should be restored",Digital Asset Management
70,"As a User, I want UI Button / Action on Template Resource in Info Preview to Create Job, which opens in Editor","1. A new action is added only to img.ly+IB created Templates (Master or Standard) for users who have permission to Create Jobs (all users that have access to that folder) on the Info Preview page
2. Action opens Template in  as a Job, as it does currently from other ‘Create Job’ locations","Scenario: Users with Create Jobs permission can open img.ly+IB Templates as a Job
Given a user is on the Info Preview page of an img.ly+IB created Template (Master or Standard)
And the user has permission to Create Jobs (i.e., access to that folder)
When the user selects the new action
Then the Template should open as a Job
And it should function the same way as other ‘Create Job’ locations",Digital Asset Management
72,As a user I want to see the list of people I can reassign to,"1. Prerequisite is enabled has been opened
2. The users that can be selected will depend on logic implemented in other tickets, but here we will handle all users displaying in the dropdown as a starting point for this UI development + testing","Scenario: All users display in the dropdown when Prerequisite is enabled
Given the Prerequisite option is enabled and opened
When the user interacts with the dropdown
Then all users should be displayed in the dropdown as a starting point for UI development and testing
And the selection logic will be refined based on other ticket implementations",Digital Asset Management
73,"As a user, I want to be able to open a reassign V3 Modal (Core new UI)","1. Prerequisite is enabled
2. Using existing re-assign actions and following existing permission logic of who can re-assign and when, then when a user clicks on re-assign a new V3+ UI modal displays +as per designs+
3. This ticket is to handle only the core UI for this new modal, noting we have other tickets in the UI Epic to address specific scenario/logic handling within the UI","Scenario: Display new V3+ UI modal when re-assigning with Prerequisite enabled
Given the Prerequisite option is enabled
And the user has the necessary permissions to re-assign based on existing logic
When the user clicks on the re-assign action
Then a new V3+ UI modal should be displayed as per the designs
And the core UI structure should be implemented, with further logic handled in other tickets",Digital Asset Management
74,"As a User, I want MCP Setting for Kanban Sort Options Updates","1. Add new below setting under *Development Use Only* section Databases - Kanban Sort Options, Location wise, this can be added to bottom of dev section under *Databases - Single User Record Edit Restriction*","Scenario: New Setting for Kanban Sort Options Appears in Development Use Only Section
Given a user is viewing the settings page
When they navigate to the Development Use Only section
Then a new setting ""Databases - Kanban Sort Options"" should be displayed
And it should be located at the bottom of the section under ""Databases - Single User Record Edit Restriction""
",Digital Asset Management
75,"As a User, I want MCP Setting for Approvals List Bulk Actions Updates","1. Add new below setting under *Development Use Only* section *Approvals - Request List (V3) -* *Bulk Action Updates* , Location wise, ideally it appears above *Approvals - Request List (V3) - Column Enhancements (development use only)* setting to keep things tidy, but can live with it being added to the bottom of the list of that adds any complexity point","Scenario: New Setting for Bulk Action Updates Appears in Development Use Only Section
Given a user is viewing the settings page
When they navigate to the Development Use Only section
Then a new setting ""Approvals - Request List (V3) - Bulk Action Updates"" should be displayed
And it should ideally appear above the ""Approvals - Request List (V3) - Column Enhancements (development use only)"" setting
But if that positioning adds complexity, it can be added to the bottom of the list instead
",Digital Asset Management
77,"As a User, I want to Restricted Actions for Template Resources [Database Locations]","1. When a Resource is a created Template or a Master Template, the below Resource Actions +do not display+ for any user: *Download* , Block from Single and Bulk Download, *Alias* ,Block from Single and Bulk Create Alias
2.For A/C, below Resource actions +are+ still supported: *Edit*, *Email Internal Share Link*,  *Move*, *Check in / Out*, *Usage*, *Related*, *Feedback* (when enabled)
","Scenario: Restricting and Allowing Specific Resource Actions for img.ly Templates and Master Templates
Given a resource is created as an img.ly Template or a Master Template
When a user views the available Resource Actions
Then the following actions do not display:

Download
Block from Single and Bulk Download
Alias
Block from Single and Bulk Create Alias
And the following actions are still supported for A/C:

Edit
Email Internal Share Link
Move
Check in / Out
Usage
Related
Feedback (when enabled)",Digital Asset Management
79,"As a User, I want MCP Setting for Single User Record Editor Restriction","1. New development setting added to “*Development Use Only”* section of MCP:
2. Setting name: *Databases - Single User Record Edit Restriction*
3. Location: Can be added to bottom of the list","Scenario: Adding a New Development Setting for Single User Record Edit Restriction
Given the user has access to the MCP (Master Control Panel)
When the user navigates to the ""Development Use Only"" section
Then a new setting named ""Databases - Single User Record Edit Restriction"" is available
And it is located at the bottom of the list",Digital Asset Management
84,"As a User, I want Confirmation dialog on Template Resource deletion that will warn that generated jobs will also be deleted as well","1. When user clicks to delete Template Resource, a variant of the below pop-up displays calling out that Jobs will be deleted along with the Template
","Scenario: Deleting a Template Resource with Associated Jobs
Given a user has selected a Template Resource that has associated Jobs
When they click Delete
Then a confirmation pop-up appears
And the pop-up explicitly states that all associated Jobs will be deleted along with the Template
And the user must confirm or cancel the deletion action",Digital Asset Management
85,"As a User, I want Close or cancel handling","1. If close or cancel is selected from Edit Template page, user is returned to the location they selected the Edit action from 
","Scenario: Returning to Previous Location After Cancelling Edit Template
Given a user is on the Edit Template page
When they click Close or Cancel
Then they are returned to the location where they originally selected the Edit action from",Digital Asset Management
87,"As a User, I want to remove stickers option from left menu",1. Hide Stickers option from left menu ,"Scenario: Hiding the Stickers Option from the Left Menu
Given the user is in the Img.ly editor
When the editor loads
Then the Stickers option is not visible in the left menu",Digital Asset Management
89,"As a User, I want Master Templates overlay, Fetch and return Master Templates via API ","1. When user is on the *Master Template* selection overlay, relevant results will display for user to select from
2. This will be done via API 
3. Permissions will also factor into what can be seen by a user - that will be handled here","Scenario: Displaying Relevant Master Templates Based on API and Permissions
Given the user is on the Master Template selection overlay
When the overlay loads
Then relevant master template results are retrieved via an API call
And only templates the user has permission to view are displayed
And the user can select from the available templates",Digital Asset Management
91,"As a User, I want to Update Workflow Template Configure Groups/Divisions to be a modal not full overlay","1.To update following designs, no changes to logic unless noted in design requirements in figma","Scenario: Updating UI Based on New Designs Without Changing Logic
Given the system is displaying the current UI
When the updated designs are implemented
Then the UI updates to match the new design specifications from Figma
And no changes are made to the existing logic unless explicitly noted in the design requirements






",Digital Asset Management
99,"As a User, I want to Publish Resource Grouped Requests handled in Group Review Page","1. *Overall* page design and behaviour matches Grouped Download handling with some minor exceptions
2. *Bulk Download* will not yet display here
3. Response fields may differ than Grouped Download on Bulk and Single level, such as:
4. *Hide Decline* may be enabled for Record File Approvals (not applicable for Grouped Download)
5. *Approve with Comments* may be enabled for Record File Approvals (not applicable for Grouped Download)
6.  Requests may be *staged* (not applicable for Grouped Download)
7. Logic here to follow Bulk Review for now - ie, requests may be progressed to different stages from one another in the Grouped Request","Scenario: User reviews and processes grouped requests in the Group Review Page  
    Given the user is on the Group Review Page  
    When grouped requests are displayed  
    Then the overall page design and behavior should match Grouped Download handling  
    But Bulk Download should not be displayed  
    When reviewing a Record File Approval request  
    Then ""Hide Decline"" may be enabled  
    And ""Approve with Comments"" may be enabled  
    When processing grouped requests  
    Then requests may be staged  
    And requests may progress to different stages independently, following Bulk Review logic  ",Digital Asset Management
100,"As a User, I want Grouped Record Files - Grouped Completion Email to Requester","1. Following , when *Enable Grouped Requests* setting is enabled + *Requester > Grouped Request has been completed* Grouped notification settings is enabled (in Select scenario or as part of ‘All’), then on Grouped Record File request being made, then:
2. Individual emails are no longer sent for these requests as they are individually completed (in line with Grouped Download)
3. This will likely be updated later in this project to offer users more customisable options around what emails they want to receive for Grouped requests (ie, may want grouped request emails but single completed emails)
4. When all items within a grouped request are completed:
5.  A single grouped request is instead sent to Requester notifying them of completion of request","Scenario: Requester receives a single grouped completion email when all grouped record files are completed  
    Given the ""Enable Grouped Requests"" setting is enabled  
    And the ""Requester > Grouped Request has been completed"" notification setting is enabled  
    When a grouped record file request is made  
    Then individual completion emails should not be sent for each request  
    When all items within the grouped request are completed  
    Then a single grouped completion email should be sent to the requester  ",Digital Asset Management
101,"As a User, I want Grouped Resource Publish - Grouped Completion Email to Requester","1. Following , when *Enable Grouped Requests* setting is enabled + *Requester > Grouped Request has been completed* Grouped notification settings is enabled (in Select scenario or as part of ‘All’), then on Group Resource Publish request being made, then:
2. Individual emails are no longer sent for these requests as they are individually completed (in line with Grouped Download)
3.This will likely be updated later in this project to offer users more customisable options around what emails they want to receive for Grouped requests (ie, may want grouped request emails but single completed emails)
4. When all items within a grouped request are completed:
5. A single grouped request is instead sent to Requester notifying them of completion of request","Scenario: Requester receives a single grouped completion email when all grouped resource publish requests are completed  
    Given the ""Enable Grouped Requests"" setting is enabled  
    And the ""Requester > Grouped Request has been completed"" notification setting is enabled  
    When a grouped resource publish request is made  
    Then individual completion emails should not be sent for each request  

    When all items within the grouped request are completed  
    Then a single grouped completion email should be sent to the requester  ",Digital Asset Management
102,"As a User, I want to set Primary Font Size in Admin and reflect to page title font size in Page Nav (both left & right side)","1.  Be able to set Admin > Template > Primary Font Size and it applies to page title font size in Page Nav 
2. This should be applied whenever I’m viewing the Page Nav, including within the builder (on the right) and when viewing the Page (on the left)
3. Primary Font Size value range: 12 - 16
4. Whatever the primary font size of the platform is, this should be reflected in the Page nav.
5. If the size changes that should also be reflected in the page nav","Scenario: User sets Primary Font Size in Admin and sees it reflected in Page Nav  
    Given the user is in Admin > Template settings  
    When the user sets the ""Primary Font Size"" to a value between 12 and 16  
    Then the page title font size in the Page Nav should update accordingly  
    When the user views the Page Nav in the builder (right side)  
    Then the updated font size should be applied  
    When the user views the Page Nav on the Page (left side)  
    Then the updated font size should be applied  
    When the user changes the Primary Font Size in Admin  
    Then the updated font size should immediately reflect in the Page Nav ",Digital Asset Management
103,"As a User, I want to go back to Resource Lookup overlay after clicking to go to Resource Preview in Page Builder","1. When User clicks on the close icon in the Info Preview overlay, instead of closing both Info and Resource pages, take *the  user back to the Resources view they were on, ie the specific folder or search / filtered view.* 
2. This reflects the behaviour in the Resources module itself when the Info overlay is closed","Scenario: User returns to the Resource Lookup overlay after closing the Info Preview  
    Given the user is in the Resource Lookup overlay within the Page Builder  
    When the user clicks on a resource to open the Info Preview overlay  
    And then clicks the close icon in the Info Preview overlay  
    Then the user should return to the Resource Lookup overlay  
    And the previous folder, search, or filtered view should be retained  
    When the user repeats this behavior in the Resources module  
    Then the experience should match the behavior in the Page Builder  ",Digital Asset Management
104,"As a User, I want to select and upload more file formats via Resource Lookup in Page Builder","1. Be able to select and upload those file formats based on the feasible quality automatically as default (skipping the quality selection popup)
2. load these file formats with Good* quality *automatically* (*skip* the quality popup) after adding from Resource lookup since Best quality are not displaying for: PSD, tif, tiff, eps, ai, {{jp2}}, {{cr2}}, {{indd}}, {{pbm}}, {{xbm}}, {{ppm,}}
3. Load these file formats with *Best* quality *automatically* (*skip* the quality popup) after adding from Resource lookup since Good quality are not displaying for: gif","Scenario: User selects and uploads supported file formats with automatic quality selection  
    Given the user is in the Resource Lookup within the Page Builder  
    When the user selects a file format from the supported list  
    Then the file should be uploaded automatically without displaying the quality selection popup  
    When the file format is PSD, TIF, TIFF, EPS, AI, JP2, CR2, INDD, PBM, XBM, or PPM  
    Then it should be loaded with ""Good"" quality automatically  
    When the file format is GIF  
    Then it should be loaded with ""Best"" quality automatically",Digital Asset Management
106,"As a User, I want to switch Page Categories when viewing a Page if there are multiple Page Categories","1. Be able to see multiple Page Categories in the dropdown to switch from Nav, if there are more than one Page Categories exist and the user has permission to view those pages are under the Page Categories
2. Be able to select and to switch to another Page Category (incl. 'All Pages') via the drop-down menu as per design, then load Pages under from Nav
","Scenario: User can switch Page Categories via the dropdown  
    Given the user is viewing a Page  
    And multiple Page Categories exist  
    And the user has permission to view pages under these categories  
    When the user opens the Page Category dropdown in the navigation  
    Then the available Page Categories, including ""All Pages,"" should be displayed  
    When the user selects a different Page Category from the dropdown  
    Then the Pages under the selected category should be loaded in the navigation panel  ",Digital Asset Management
107,"As a User, I want to see Page Category being selected by default when viewing a Page as it's been assign to one","1. By default the Page Category Name itself is displayed as per 
2. Be able to see the pages under are loaded to the left side from Nav when viewing a Page","Scenario: User sees the assigned Page Category selected by default  
    Given the user is viewing a Page that is assigned to a Page Category  
    When the page loads  
    Then the assigned Page Category should be selected by default in the dropdown  
    And the pages under that category should be loaded in the left navigation panel  ",Digital Asset Management
108,"As a User, I want to customise the order of pages under All Pages and the order of pages under each Page Category","1. Be able to customise the order of pages under All Pages and the order of pages under each Page Category

","Scenario: User customizes the order of pages under All Pages and Page Categories  
    Given the user is viewing the list of pages in ""All Pages"" or a specific Page Category  
    When the user selects the option to customize the order of pages  
    Then the user should be able to drag and drop pages to rearrange their order  
    And the changes should apply to the order of pages under both ""All Pages"" and the specific Page Category  
    When the user saves the new order  
    Then the pages should be displayed in the newly customized order both in ""All Pages"" and within the assigned Page Category  ",Digital Asset Management
109,"As an Internal User, I want to have MCP(development use only) settings to enable/disable features per Epic for Drag & Drop Page MVP ","1. Add a MCP setting “Drag & Drop Pages: Widgets combining Block“ under Development Use only for Epic
2. Add a MCP setting “Drag & Drop Pages: Image Resizing“ under Development Use only
3. Add a MCP setting “Drag & Drop Pages: Page Templates“ under Development Use only
4. Add a MCP setting “Drag & Drop Pages - Page Category (development use only)“ under Development Use only section under Platform Settings
","Scenario: Internal User configures MCP settings for Drag & Drop Page features  
    Given the user is in the Development Use section of MCP settings  
    When the user views the Platform Settings  
    Then the following MCP settings should be available under ""Development Use only"" for the Drag & Drop Page MVP:  
      | Setting Name                                       | Description                                  |  
      | ""Drag & Drop Pages: Widgets combining Block""       | Enables/Disables widgets combining block feature |  
      | ""Drag & Drop Pages: Image Resizing""                 | Enables/Disables image resizing feature         |  
      | ""Drag & Drop Pages: Page Templates""                 | Enables/Disables page templates feature         |  
      | ""Drag & Drop Pages - Page Category""                 | Enables/Disables page category feature          |  

    When the user enables or disables any of the above settings  
    Then the relevant features should be activated or deactivated based on the settings chosen  
",Digital Asset Management
110,"As a User, I want to be informed why the Page cannot be saved in Page Builder if it's beyond the set Page limit in MCP","1. When the user is in Page Builder already and the set D&D page limit in MCP has been reached:
2. Be able to see a warning snack bar with message “Page limit of {&number set as page limit in MCP} reached.“ *in Page Builder after clicking on:*
3. Standalone Page creation button 
4. at the bottom of Nav Panel
5. Page create button via kebab icon from Nav Panel
6. Sub-page creation button via kebab icon from Nav Panel","Scenario: User sees a warning when attempting to create a page beyond the set limit  
    Given the user is in the Page Builder  
    And the set Drag & Drop (D&D) page limit in MCP has been reached  
    When the user attempts to create a new page using any of the following actions:  
      | Action                                        |  
      | Standalone Page creation button              |  
      | Page create button at the bottom of the Nav Panel |  
      | Page create button via kebab icon from Nav Panel |  
      | Sub-page creation button via kebab icon from Nav Panel |  
    Then a warning snack bar should be displayed with the message:  
      ""Page limit of {number set as page limit in MCP} reached.""  
    And the page creation process should be blocked  ",Digital Asset Management
111,"As a User, I want to have previous 'Block' background colour setting embedded in Text Widget toolbar after combining these two","1. Be able to have have previous 'Block' background colour setting embedded in Text Widget toolbar as per  
2. Be able to click on the background colour setting in text widget toolbar and open the colour swatch popover then set the colour for Text Widget background","Scenario: User sets background color for the Text Widget  
    Given the user is editing a Text Widget in the Page Builder  
    And the previous 'Block' background color setting is embedded in the Text Widget toolbar  
    When the user clicks on the background color setting in the toolbar  
    Then a color swatch popover should open  
    When the user selects a color from the swatch  
    Then the selected color should be applied as the background color for the Text Widget  
    And the applied background color should persist until changed  ",Digital Asset Management
112,"As a User, I want to configure both Block and Video Widget properties",1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:,"Scenario: User configures settings for Block and Video Widgets  
    Given the user is in the Page Builder  
    When the user selects a Block Widget or a Video Widget  
    Then the widget settings panel should open in the navigation panel  
    And the settings should include previously defined Block and Video Widget properties  
    When the user modifies any settings in the panel  
    Then the changes should be applied to the selected widget in real time  
    And the settings should persist when the page is saved  ",Digital Asset Management
113,"As a User, I want to configure both Block and Image Widget properties","1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:
","Scenario: User configures settings for Block and Image Widgets  
    Given the user is in the Page Builder  
    When the user selects a Block Widget or an Image Widget  
    Then the widget settings panel should open in the navigation panel  
    And the settings should include previously defined Block and Image Widget properties  
    When the user modifies any settings in the panel  
    Then the changes should be applied to the selected widget in real time  
    And the settings should persist when the page is saved  
",Digital Asset Management
114,"As a User, I want to configure both Block and Text Widget properties","1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:
","Scenario: User configures settings for Block and Text Widgets  
    Given the user is in the Page Builder  
    When the user selects a Block Widget or a Text Widget  
    Then the widget settings panel should open in the navigation panel  
    And the settings should include previously defined Block and Text Widget properties  
    When the user modifies any settings in the panel  
    Then the changes should be applied to the selected widget in real time  
    And the settings should persist when the page is saved",Digital Asset Management
115,"As a User, I want to configure both Block and Button Widget properties","1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:
","Scenario: User configures settings for Block and Button Widgets  
    Given the user is in the Page Builder  
    When the user selects a Block Widget or a Button Widget  
    Then the widget settings panel should open in the navigation panel  
    And the settings should include previously defined Block and Button Widget properties  
    When the user modifies any settings in the panel  
    Then the changes should be applied to the selected widget in real time  
    And the settings should persist when the page is saved  ",Digital Asset Management
116,"As a User, I want to resize Image Widget by Width slider from Nav","1. Be able to set the ratio of the Image to change the ‘Block'’s width for the combination of Image Widget from Nav Panel as per design (existing behaviour)
2. Be able to still see Image remain the same percentage of it’s “Block“ *horizontally*
3. Be able to still resize the Widget by dragging the dot line","Scenario: User resizes Image Widget using the Width slider  
    Given the user is in the Page Builder  
    And an Image Widget is placed within a Block  
    When the user adjusts the Width slider from the Nav Panel  
    Then the Block’s width should change based on the selected ratio  
    And the Image should maintain the same percentage of its Block horizontally  
    When the user resizes the Widget by dragging the dotted line  
    Then the Image Widget should resize accordingly  
    And the new size should persist when the page is saved  ",Digital Asset Management
117,"As a User, I want to reposition Image Widget by dragging image itself when create/editing a Page","1. Be able to see dotted line of the Image and bounding box for the entire Widget with a default 8px paddings as per design, after dragging an Image Widget into a Section
2. Be able to always see the Image Widget’s outer bounding box border line as per design, whenever the Image has been re-sized
3. Be able to re-position and see the Image in the same percentage of ‘Block’ after resizing to smaller, and the percentage will obtain if the 'Block' width changes by
","Scenario: User repositions Image Widget by dragging it within a Page  
    Given the user is in the Page Builder  
    And an Image Widget is placed within a Section  
    When the user drags the Image Widget to a new position within the Block  
    Then a dotted line should appear to indicate the Image’s placement  
    And the Image Widget’s outer bounding box should be visible with 8px padding  
    When the user resizes the Image Widget  
    Then the outer bounding box should remain visible  
    And the Image should maintain the same percentage within its Block  
    When the Block width is changed  
    Then the Image should retain its percentage-based positioning within the Block  
    And the new position should persist when the page is saved",Digital Asset Management
120,"As a user, I want to see an action to assign collaborators in action column in V3 Approval List","1. When setting is enabled for the Workflow Template, a *NEW* action will display in Approvals List for pending requests tied to that item, for any users who can see that request, and who are one of the below: Requester,  Reviewer(s) from any stage
2. Other added collaborators who are not one of the above (who are collaborator on the current stage, for staged requests)

","Scenario: Display New Action in Approvals List for Eligible Users
Given the setting is enabled for the Workflow Template
And there is a pending request tied to that item
And the user can see the request
And the user is either the Requester or a Reviewer from any stage
Or the user is an added Collaborator on the current stage for staged requests
When the user accesses the Approvals List
Then a NEW action should be displayed for that request",Digital Asset Management
123,"As a config user, I want to see/enable a new Setting in Admin > Template for Workflows for Collaborators in Approvals [Record File]","1. Once MCP setting is enabled , new setting displays for Resource Publish Workflow Templates
2. This applies for existing and new templates","Scenario: Display New Setting for Resource Publish Workflow Templates When MCP is Enabled
Given the MCP setting is enabled
When a user views the settings for Resource Publish Workflow Templates
Then a new setting should be displayed
And this setting should be available for both existing and new templates",Digital Asset Management
124,"As a config user, I want to see/enable a new Setting in Admin > Template for Workflows for Collaborators in Approvals [Resource Publish]","1. Once MCP setting is enabled, new setting displays for Resource Publish Workflow Templates
2. This applies for existing and new templates","Scenario: Display New Setting for Resource Publish Workflow Templates When MCP is Enabled
Given the MCP setting is enabled
When a user views the settings for Resource Publish Workflow Templates
Then a new setting should be displayed
And the new setting should be available for both existing and new templates",Digital Asset Management
125,"As a config user, I want to see/enable a new Setting in Admin > Template for Workflows for Collaborators in Approvals [Resource Feedback]","1. Once MCP setting is enabled, new setting displays for Resource Feedback Workflow Templates
2. This applies for existing and new templates","Scenario: Display New Setting for Resource Feedback Workflow Templates When MCP is Enabled
Given the MCP setting is enabled
When a user views the settings for Resource Feedback Workflow Templates
Then a new setting should be displayed
And the new setting should be available for both existing and new templates",Digital Asset Management
126,"As a User, I want to add MCP Feature Flag for Collaborators in Approvals project","1. Add a new MCP setting in development section:
2. Setting name: *Collaborator in approvals (BETA)*
3. Can be listed at bottom of development section 
4. All project work to be tied to this setting ","Scenario: Add and Display MCP Setting for ‘Collaborator in Approvals (BETA)’
Given the user navigates to the development section in settings
When the MCP setting Collaborator in Approvals (BETA) is added
Then the setting should be listed at the bottom of the development section
And all project work related to Collaborators in Approvals should be tied to this setting",Digital Asset Management
127,"As a User, I want a new workflowRequest PATCH call to update the collaborators",1. We will implement a PATCH call for workflowRequest. Only collaborator field will be supported to update. If other fields are provided in the call they will be ignored.,"Scenario: Update Collaborator Field Using PATCH Call for Workflow Request
Given a PATCH call is made to update a workflow request
And the request includes the collaborator field
When the request is processed
Then the collaborator field should be updated successfully
And any other fields provided in the call should be ignored",Digital Asset Management
130,"As a User, I want empty stages shouldn't be hidden","1.Currently we hide pages and stages that don’t display any fields/sections.
2.This ticket is to not hide a stage when it’s empty, but we will continue doing it for Pages.
","Scenario: Display Empty Stages but Continue Hiding Empty Pages
Given a workflow contains multiple stages and pages
And some stages do not have any fields or sections
And some pages do not have any fields or sections
When the user views the workflow
Then empty stages should still be displayed
But empty pages should continue to be hidden",Digital Asset Management
133,"As a User, I want to add Side Navigation menu back for non-staged databases so its clearer how to get to the next page","1. In refreshed UI for create record, when a record is non-staged and public, the left side menu will be displayed
2. When create record is staged and public, we will continue to hide the menu for now","Scenario: Display or Hide Left Side Menu Based on Record Type in Refreshed UI
Given the user is in the refreshed UI for creating a record
When the record is non-staged and public
Then the left-side menu should be displayed
When the record is staged and public
Then the left-side menu should remain hidden",Digital Asset Management
134,"As a User, I want to make the verification code in the email bigger & bolder to stand out more",1. Update to new designs,"Scenario: Apply New Designs to the System
Given the system has existing UI designs
When the new designs are implemented
Then the UI should be updated to reflect the new design changes
And all relevant pages and components should follow the updated design guidelines",Digital Asset Management
135,"As a User, I want to add ""Maximum number of files"" to the empty Multi Upload Field so users are aware of limits before uploading",1. Update text in empty multi upload field in create/update to reflect the max file limit as set in the new multi upload form field ‘*Maximum File Limit*’,"Scenario: Display Maximum File Limit in Empty Multi-Upload Field
Given the user is on the create or update page
And there is an empty multi-upload field
When the maximum file limit is set in the new multi-upload form field ‘Maximum File Limit’
Then the placeholder text in the empty multi-upload field should reflect the maximum file limit value",Digital Asset Management
136,"As a User, I want to open current location for single / same folder Move","1. When a user moves single resource we load the current location as opened in the V3 folder tree branch
2. If current user lacks permission to items earlier in that tree, then the top level view (current state) will open instead
3. When a user bulk moves resources from the same folder, we load the current location as opened in the V3 folder tree branch","Scenario: Loading the Correct Folder Location in V3 Folder Tree When Moving Resources
Given the user is moving a resource
When the user moves a single resource
Then the current location should be loaded as opened in the V3 folder tree branch
And if the user lacks permission to items earlier in that tree, the top-level view should open instead
When the user performs a bulk move of resources from the same folder
Then the current location should be loaded as opened in the V3 folder tree branch",Digital Asset Management
137,"As a User, I want to change background color for public record auth pages","1.Change the background colour to be #F7F7F7 (Grey 100) to match the success message background colour for both email auth screens (enter email + enter code)
2.The white background makes the modal disappear and not be as prominent:
","Scenario: Update Background Color for Email Authentication Screens
Given the user is on an email authentication screen (Enter Email or Enter Code)
When the screen loads
Then the background color should be #F7F7F7 (Grey 100)
And the background should match the success message background color
And the modal should appear more prominent against the updated background",Digital Asset Management
138,"As a User, I want to support generate & keep session for the other four settings","1. Be able to start the session for the user once there's a new action on the Markup Page, including:
Updates to Comment Status
Edited Comments
Deleted Comments
","Scenario: Start User Session on New Action in Markup Page
Given the user is on the Markup Page
When the user performs any of the following actions:
Updates the comment status
Edits a comment
Deletes a comment
Then the user session should start (or remain active)",Digital Asset Management
139,"As a User, I want Guest Upload (MVP) Record File Multi Upload Limit Update to 1000","1. New max limit for Multi Upload Field is 1000
2. For newly added fields, +50 will still be the pre-set default+
3. Clients can however manually enter their custom max between 1-1000","Scenario: Enforce Maximum File Limit Rules for Multi-Upload Field
Given the user is configuring a Multi-Upload Field
When a new Multi-Upload Field is added
Then the default maximum file limit should be pre-set to 50
When the user manually enters a custom max file limit
Then the system should allow values between 1 and 1000
And if the user enters a value outside this range, an error message should be displayed






",Digital Asset Management
140,"As a User, I want to change ""Show All"" to ""Show More"" logic","1. Name of ‘Show All’ to change in all scenarios to ‘Show More’ when over 50 files exist
2. Limit to the Max number of items that can be displayed in ‘Show More’ to be 50 (regardless of how many more files may be allowed/exist)
3. Others above 50 can be seen within the scroll within the expanded multi upload field","Scenario: Update ‘Show All’ to ‘Show More’ and Limit Displayed Items in Multi-Upload Field
Given the user has uploaded more than 50 files in the Multi-Upload Field
When the file list exceeds 50 files
Then the ‘Show All’ button should be renamed to ‘Show More’
And clicking ‘Show More’ should display only 50 additional files
And any remaining files beyond this limit should be accessible via scrolling within the expanded Multi-Upload Field",Digital Asset Management
141,"As a User, I want Surface Question/Answer/Rating back end data in weekly report / script","1. Update the weekly closed_captions_activation_report_ to include 
2. Name update: weekly_asset_intelligence_report
Remove the Dev Server report ones e.g. dcfprod, rtsprod, dev018, dev015, dpctest, dcftest, dev016, dev003, dev027, dev026, rtstest, macsprod ","Scenario: Update Weekly Report Name and Remove Dev Server Reports
Given the system generates the weekly_closed_captions_activation_report
When the report is updated
Then the report name should be changed to weekly_asset_intelligence_report
And any entries related to the following Dev Server reports should be removed:
dcfprod
rtsprod
dev018
dev015
dpctest
dcftest
dev016
dev003
dev027
dev026
rtstest
macsprod",Digital Asset Management
142,"As a User, I want to add Public User email address into Creator field for relevant alerts","1. In any Database alert where Created By field displays, and record was created by a public user, append the public user’s email address after ‘Public Access’ user name
2. This needs to account for longer email addresses
","Scenario: Append Public User’s Email to ‘Public Access’ in Database Alerts
Given a database alert displays the Created By field
And the record was created by a public user
When the alert is shown
Then the Created By field should display ‘Public Access - [public user’s email]’
And the display should properly accommodate longer email addresses without truncation or formatting issues",Digital Asset Management
