ID,domain,User Story,Manual Scenario
324,Marketing Operations Platform,[Ask AI Alpha] As a user I want to choose to search whole platform or current location (UI + pendo),"Scenario: Displaying and Enforcing Default State of ‘Limit to Current View’ Checkbox
Given the user has opened the ‘Ask AI’ side panel
When the panel is displayed
Then a ‘Limit to current view’ checkbox should appear under the question field
And the checkbox should be enabled by default"
358,Marketing Operations Platform,Related (V3) - As a user I want to open View Related Items for Folder/Record/Databases (New Page ticket). [Design Ticket #3],"Scenario: Opening the 'Related' page for non-resource items
Given a user is viewing a source item that is not a resource (e.g., a Folder, Database, or Record)
When the user selects the action or icon associated with viewing related items for that source
Then a new 'View' Related page opens
And the title of the page is 'Related - {{itemname}}'"
289,Marketing Operations Platform,"PB - As a User, I want to see Page Category being selected by default when viewing a Page as it's been assign to one","Scenario: Display Page Category Name and Load Pages in Navigation
Given the user is viewing a Page
When the page loads
Then the Page Category Name should be displayed by default as per design
And the pages under the selected Page Category should be loaded and displayed in the left-side navigation"
335,Marketing Operations Platform,"PB - As a User, I want to create a Drag & Drop Page (as a standalone Page) from Nav","Scenario: Creating a Drag & Drop Page from Navigation in Page Builder
Given the user is in the Page Builder under ‘All Pages’ or a specific Page Category
When they want to create a Drag & Drop Page
Then they should see the creation button at the bottom of the Nav Panel
And Given the user clicks the creation button
Then they should be able to start creating a Drag & Drop Page
And Given the user is interacting with a standalone or parent page
When they click the kebab menu icon (⋮) and select the ‘Page’ action
Then they should also be able to create a Drag & Drop Page"
393,Marketing Operations Platform,[Bulk SBT] As a user when I toggle next I want the tab to stay engaged (ie. Markup or Response) ,"Scenario: Maintain Active Tab Selection Across Requests in Bulk Review
Given a user is on the Bulk Review page
When the user opens an individual request
Then the system should default to displaying the 'Response' tab for that request
When the user selects the 'Markup' or 'Versions/Revisions' tab
And the user navigates to the next request using the right/next toggle or the 'Next' footer button (if on a completed request)
Then the system should display the same tab ('Markup' or 'Versions/Revisions') for the new request
When the user returns to the Bulk Review list
And the user opens another individual request from the list
Then the system should reset to display the 'Response' tab by default for that request"
317,Marketing Operations Platform,"PB - (Misc) As a User, I want to set auto-play as default or not for Video Widgets when viewing a Smart Page","Scenario: Configuring Auto-Play for Video Widget
Given the user has added a Video Widget
When they open the Video Widget settings
Then an Auto-Play button should be available
And Given the Video Widget is newly added
When the user has not changed the auto-play setting
Then the auto-play button should be unchecked by default
And the video should not auto-play when viewed
And Given the user enables the auto-play button
When they view the Video Widget
Then the video should start playing automatically"
347,Marketing Operations Platform,"PB - As a User, I want to add Widgets directly to a Section","Scenario: Dragging Widgets from Navigation Panel to a Section in Page Builder
Given the user is in Create or Edit mode in Page Builder
And the Navigation Panel is open
When the user drags a Widget from the Navigation Panel to a Section
Then the Widget should be added to the selected Section successfully






"
403,Marketing Operations Platform,"BP - As a User, I want to choose the best quality of single selected Image resource via Resource Lookup to appear as original file as a background image in the target area (download linkage)","Scenario: Selecting an Image Resource and Choosing Image Quality in Page Builder
Given the user is editing a page in Page Builder
When the user opens the Resource Lookup overlay
And the user selects a single image resource
Then the system displays the ""Choose Image Quality"" popup
And the user can select the desired image quality option from the popup
And the selected image with the chosen quality is inserted into the page"
291,Marketing Operations Platform,"PB - As a User, I want to assign / re-assign an existing parent / standalone page to an existing Page Category","Scenario: Assign or Re-Assign a Page or Parent with Sub-Pages to a Page Category
Given the user is on the Assign Page Category interface
When the user selects a standalone Page or a Parent Page (including all sub-pages) to be assigned or re-assigned to an existing Page Category
And the user confirms the action
Then the selected Page or Parent Page with sub-pages should be assigned to the chosen Page Category
And the Page(s) should now appear under the newly assigned Page Category in the navigation"
280,Marketing Operations Platform,"As a user, I want to see the database name and record name in the header","Scenario: Update Overlay Component to Use ib-ui Overlay and Display Database & Record Information
Given the user is viewing a record in an overlay
When the ib-ui Overlay component is used
Then the typography and button styles should be updated according to the new design
And the overlay header should display the database name
And the database name should be clickable
And the overlay header should display the record name
And if the database name or record name is too long, it should be truncated with a tooltip displaying the full value"
298,Marketing Operations Platform,"PB - (Misc) As a User, I want to be informed why the Page cannot be saved in Page Builder if it's beyond the set Page limit in MCP","Scenario: Display Warning Snackbar When D&D Page Limit is Reached in Page Builder
Given the user is in Page Builder
And the Drag & Drop (D&D) page limit set in MCP has been reached
When the user clicks on the ""Save"" button in the top bar
Then a warning snackbar should be displayed with the message:
“Page limit of {&number set as page limit in MCP} reached.”"
309,Marketing Operations Platform,"3-2. As a User, I want to reposition Image Widget by dragging image itself when create/editing a Page","Scenario: Displaying Image Widget Boundaries and Maintaining Bounding Box on Resize
Given the user drags an Image Widget into a Section
When the widget is placed
Then a dotted line should appear around the Image
And a bounding box should be visible for the entire widget with a default 8px padding as per design
And Given the Image Widget is displayed
When the user resizes the Image
Then the outer bounding box border should always remain visible as per design"
340,Marketing Operations Platform,"PB - As a User, I want to edit and save a Smart Page with template after it's loaded","Scenario: Editing and Saving a Smart Page with a Loaded Page Template
Given the user has selected a Page Template in the V3 Page Builder
When the template is loaded into the Smart Page editor
Then the user should be able to edit the content and layout of the page
And Given the user has made changes to the Smart Page
When they click Save
Then the changes should be successfully saved
And Given the current template and thumbnails are dummy/mock versions
Then they should be replaced with final templates once they are imported in a future task"
353,Marketing Operations Platform,"PB - As a User, I want to see a new landing page","Scenario: Viewing Empty Sections Without Blocks
Given the user is in Page Builder
And the Page is in Create or Edit mode
When the user adds a new Section
Then the Section should be visible as an empty container
And it should not contain any Blocks by default
And the user should have the option to drag Widgets into the empty Section"
379,Marketing Operations Platform,"PB - As a User, I want to be able to download the resources added to the page, if I have permission to do so - Video widget","Scenario: Display Download Button on Hover Over Video Widget in Simple Page
Given a user is viewing, previewing, or editing a Simple Page containing a Video Widget
When the user hovers over the Video Widget
Then a download button should appear on the Video Widget
And clicking the download button should initiate the download of the video resource associated with the Video Widget"
372,Marketing Operations Platform,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE integration","Scenario: Reordering Pages via Drag-and-Drop in Navigation Panel during Editing
Given the user is in editing mode within the Page Builder
And the Navigation Panel displays a list of pages, some of which contain sub-pages
When the user drags a page to a new position within the Navigation Panel
Then the system moves the selected page to the new position
And if the moved page contains sub-pages, all associated sub-pages move along with it
And after the drag-and-drop action, any sub-pages under the moved page are collapsed in the Navigation Panel"
385,Marketing Operations Platform,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE UI component","Scenario: Reordering Pages and Sub-Pages via Drag-and-Drop in Navigation Panel
Given a user is in editing mode within the Page Builder
When the user drags a page that contains sub-pages to a new position in the Navigation Panel
Then the page, along with all its sub-pages, should move together to the new position
And after the move, the sub-pages should be collapsed under the parent page in the Navigation Panel
And the updated page order and hierarchy should be saved and persist across editing and viewing modes until changed again by the user"
311,Marketing Operations Platform,"2-3. As a User, I want to Undo & Redo resizing & repositioning","Scenario: Undo & Redo Actions for Image Resizing
Given the user resizes the Image by dragging the dots
When they click the Undo button from the top bar
Then the Image should revert to its previous size
And Given the user has undone the resizing action
When they click the Redo button from the top bar
Then the Image should return to the resized state
And Given the user resizes the Image by changing the ratio
When they click the Undo button from the top bar
Then the Image should revert to its previous ratio
And Given the user has undone the ratio change
When they click the Redo button from the top bar
Then the Image should return to the resized ratio state"
315,Marketing Operations Platform,"[Ask AI Alpha] As a user, I want the Q&A system not to include any deleted documents ","Scenario: Excluding Deleted Resources from Questions and Answers
Given a resource has been deleted
When a question or answer attempts to reference the deleted resource as a source
Then the deleted resource should not be available as a source
And the question or answer should not display or retrieve information from the deleted resource"
290,Marketing Operations Platform,"PB - As a User, I want to un-assign a Page Category from an existing parent / standalone page","Scenario: Un-assign a Page or Parent with Sub-Pages from a Page Category
Given the user is on the Assign Page Category interface
When the user selects a standalone Page or a Parent Page (including all sub-pages) to be removed from an existing Page Category
And the user confirms the action
Then the selected Page or Parent Page with sub-pages should be unassigned from the Page Category
And the Page(s) should no longer appear under the previously assigned Page Category in the navigation"
492,Marketing Compliance,"[GDA] - As a user, I want to be able to click Submit & Next (single view) and have validation checks occurs","Scenario: Validate Mandatory Comment and Response Before Submitting a Single Request
Given the user is submitting a single request response
When they click Submit
Then the system should check if a comment is mandatory
And if the comment field is empty, display a validation message
And the system should check if a response has been provided
And if the response is unfilled, display a validation message preventing submission"
473,Marketing Compliance,"PB - As a User, I want to set Page/Section/Block/Widgets Colour in Opacity ","Scenario: Set and Adjust Opacity for Page/Section/Block Background, Color Palette Widget, and Button Widget
Given the user is editing a Page, Section, or Block
And the user has access to the Color Palette Widget and Button Widget settings
When the user sets the background color, text color, or button background
Then they should be able to adjust the transparency/opacity using the opacity bar below the hue bar as per the design
And the selected opacity level should be applied accordingly






"
476,Marketing Compliance,"As a User, I want to filter Image Resources that flagged with Unknown faces","Scenario: Filter Resources by 'Unknown People' in Resource Filter Panel
Given the user is in the Resource Filter Panel
When the resource contains Unknown faces detected by Facial Recognition
Then the user should be able to filter resources using the ""Unknown People"" condition
And the ""Unknown People"" filter option should always be positioned directly below the ""People"" filter in the panel"
499,Marketing Compliance,As a user I want to run a stats report for database tool and see files from multi upload field represented each on their own row (excluding in Duplicable sections),"Scenario: Display Multiple Files in Separate Rows for a Multi-Upload Field
Given a Multi-Upload field contains multiple files
When the user views the uploaded files
Then each file should be represented on its own row
And the file names should be expanded into separate rows for clear visibility"
485,Marketing Compliance,"FR - As a User, I want to filter Image Resource by tagged faces (with names) from Search - Filter - People","Scenario: Use 'People' Filter in Resource Search Panel
Given the user is in the Resource Search Filter panel
When they view the filter options
Then a new filter section labeled ""People"" should be visible as per the design
And the user should be able to input names into the filter field






"
495,Marketing Compliance,As a user I want to see time to complete for requests in Workflow Dashboards (UPDATE) including Reviewed Status Requests,"Scenario: Display Items Based on Workflow Selection
Given the user is on the Item List page
When they select either ‘All Workflows’ or a specific Workflow from the filter
Then the item list should update to display only the items that match the selected workflow criteria






"
434,Marketing Compliance,"As a User, I want to see ""Closed Caption"" only when file format is enabled as Video from Filter Panel in Resource module","Scenario: Conditional Visibility of Closed Captions Filter Based on File Format Selection
Given I am on the Filtering Options interface under General Options
When I select 'Audio', 'Video', or 'Video and Audio' as the File Format
Then the Closed Captions filter should become visible
And I should be able to interact with the Closed Captions filter
When I select any other File Format
Then the Closed Captions filter should be hidden"
452,Marketing Compliance,As a user I want to see 'Review Request' bulk action in action dropdown in footer,"Scenario: Display Bulk Action Footer When One Item is Selected
Given the user is on the items list page
And there are multiple items displayed with checkboxes
When the user selects a single item's checkbox
Then the Bulk Action footer bar should be displayed"
439,Marketing Compliance,"BP - As a User, I want to single select resources from Resource Lookup with unchangeable filter based on file type in Page Builder","Scenario: Resource Lookup with Unchangeable Image Filter for Background Selection in Page Builder
Given I am using the Resource Lookup overlay within the Page Builder
When I attempt to select a resource for a Page, Section, or Block background
Then the Filtering Options should display
And the General Options > File Format filter should be locked with only 'Image' enabled
And the search results should display only image resources
And I should be able to select an image resource from these results
And the selected image should be applied as the background to the chosen Page, Section, or Block"
432,Marketing Compliance,"PB - As a User, I want to see Nav panel when creating a Simple Page(BE)","Scenario: Display ""Pages"" Tab in Right Side Panel During Simple Page Creation with Ordered List of Accessible Pages
Given I am creating a new Simple Page
When I view the Right Side Panel
Then the ""Pages"" tab should be visible and open by default
And the ""Pages"" tab should list all saved Simple Pages that I have permission to access
And the list of pages should be ordered by the ""Last Updated"" date, consistent with the ordering in the version 2 index list"
437,Marketing Compliance,"BP - As a User, I want the single selected Image resource via Resource Lookup to appear in Image Widget (preview linkage)","Scenario: Display Selected Image Resource in Image Widget with Preview Link
Given I am using the resource selection overlay
When I single-select an image resource
And I add it to an Image Widget on the page
Then the selected image should be displayed within the Image Widget
And the image should be accessible through its preview link"
472,Marketing Compliance,"PB - As a User, I want to report on Resource downloaded (Original) separately than added in Smart Page for Resource Module (Usage)","Scenario: Track Resource Usage Reporting for Resource Download in Smart Pages via Resource Lookup
Given the user is on a Smart Page
And a previously uploaded resource is available via Resource Lookup
When the user downloads the resource in its Original size (""Best"" quality)
Then the action should be tracked in the Resource Usage Reporting"
482,Marketing Compliance,"As a User, I want to control Daily Digest trigger of New Replies in Admin/My Account","Scenario: Configure 'New Replies' Setting for Daily Digest Email in Admin - Alert
Given the user is in Admin > Alert (Markup) settings
When they view the New Replies setting for the daily digest email
Then the setting should be visible
And the user should be able to set it to 'Daily' or 'Never'
And the default digest frequency should be set to 'Never'"
